parcelle,jannat
930010000AB0120,"1964"
930010000AT0185,"1960"
930010000AK0142,"1958"
930010000AJ0171,"1934"
9300100000Q0045,"1956"
930010000AF0228,"1970"
9300100000B0323,"1962"
9300100000B0310,"1961"
9300100000A0224,"1973"
930010000BC0075,"1963"
930010000AU0163,"1966"
930010000BC0075,"1963"
9300100000T0182,"1925"
930010000BC0075,"1963"
9300100000Q0041,"1956"
930010000AB0139,"0000"
930010000AL0207,"1957"
930010000AM0314,"1957"
9300100000P0026,"1977"
930010000AI0098,"1914"
9300100000A0224,"1973"
9300100000B0310,"1961"
9300100000P0203,"1958"
930010000AK0144,"2002"
930010000AZ0269,"1963"
930010000AM0314,"1957"
9300100000A0224,"1973"
9300100000Q0048,"1976"
9300100000C0156,"1997"
930010000AB0139,"0000"
930010000AR0178,"2005"
9300100000Z0009,"1958"
930010000AI0168,"0000"
9300100000O0080,"1956"
930010000AM0042,"1925"
930010000AM0042,"1925"
930010000AH0126,"1934"
930010000AH0184,"1968"
9300100000A0212,"1964"
9300100000A0224,"1973"
930010000AL0207,"1957"
930010000AI0151,"1962"
9300100000B0359,"1964"
930010000AH0060,"1933"
9300100000B0310,"1961"
930010000AM0314,"1957"
930010000AJ0098,"1933"
9300100000L0134,"1963"
9300100000A0224,"1973"
930010000AV0209,"1966"
930010000AB0139,"0000"
9300100000A0344,"2017"
930010000AM0314,"1957"
9300100000A0212,"1964"
"9300100000E0130","1962"
930010000AK0144,"2002"
930010000AC0033,"1958"
930010000BH0140,"1967"
9300100000Q0025,"0000"
930010000AD0055,"1990"
9300100000A0417,"1965"
930010000AF0228,"1970"
9300100000Q0048,"1976"
9300100000Q0046,"1956"
930010000AV0167,"1948"
9300100000B0310,"1961"
9300100000F0108,"1962"
930010000AU0083,"1910"
930010000AM0314,"1957"
9300100000Q0041,"1956"
930010000AJ0188,"0000"
9300100000B0310,"1961"
930010000AM0314,"1957"
9300100000Y0041,"1958"
930010000AH0149,"1933"
930010000AT0092,"1999"
9300100000B0248,"1974"
930010000AL0207,"1957"
930010000AL0207,"1957"
9300100000T0032,"1900"
930010000AE0175,"0000"
9300100000R0141,"2012"
9300100000B0137,"1962"
9300100000A0224,"1973"
9300100000H0171,"1958"
930010000AE0175,"1974"
930010000AL0157,"1927"
930010000AL0157,"1927"
9300100000B0323,"1962"
9300100000O0080,"1956"
930010000AT0047,"1935"
930010000AT0047,"1935"
9300100000O0080,"1956"
9300100000B0323,"1962"
9300100000A0212,"1964"
9300100000B0137,"1962"
930010000AB0139,"0000"
9300100000A0224,"1973"
930010000AT0051,"2015"
930010000AP0179,"1965"
9300100000A0392,"1961"
930010000AE0123,"1987"
930010000AM0314,"1957"
9300100000Q0025,"0000"
9300100000B0323,"1962"
930010000AU0163,"1966"
930010000AC0033,"1958"
9300100000U0092,"1925"
9300100000B0310,"1961"
9300100000B0323,"1962"
9300100000A0312,"1994"
9300100000P0034,"2017"
930010000AM0314,"1957"
9300100000B0234,"1964"
930010000AC0009,"2015"
930010000AH0093,"1928"
9300100000H0171,"1975"
9300100000I0090,"1974"
9300100000Z0009,"1958"
9300100000O0080,"1956"
930010000AN0182,"1920"
930010000AN0182,"1920"
"9300100000E0130","1962"
930010000AE0057,"1968"
930010000AI0104,"1964"
930010000AS0097,"1931"
930010000AT0195,"1976"
930010000AB0095,"1971"
9300100000B0310,"1961"
930010000AJ0098,"1933"
930010000BF0107,"1937"
930010000AZ0254,"1976"
"9300100000D0218","1961"
930010000AX0179,"1972"
930010000AM0314,"1957"
930010000AJ0197,"0000"
9300100000A0392,"1961"
9300100000Z0009,"1958"
9300100000B0137,"1962"
930010000AH0060,"1933"
9300100000V0136,"1959"
930010000BC0075,"1963"
930010000AC0005,"1896"
9300100000B0323,"1962"
9300100000Q0002,"1900"
9300100000Q0002,"1900"
9300100000C0156,"1997"
930010000AJ0109,"1923"
930010000AR0002,"1900"
930010000AM0063,"1937"
9300100000A0405,"2014"
930010000AL0207,"1957"
930010000AM0314,"1957"
9300100000I0090,"1974"
9300100000F0108,"1962"
9300100000Y0165,"1925"
930010000AD0145,"1997"
9300100000C0189,"2012"
9300100000B0359,"1964"
9300100000O0080,"1956"
9300100000B0310,"1961"
9300100000A0224,"1973"
930010000AJ0187,"1967"
9300100000B0323,"1962"
930010000AJ0187,"1967"
930010000AF0228,"1970"
930010000AT0185,"1960"
9300100000P0203,"1958"
930010000AJ0098,"1933"
930010000AE0046,"1893"
"9300100000E0130","1962"
930010000AS0017,"1890"
930010000AM0314,"1957"
9300100000B0234,"1964"
930010000AV0001,"1930"
9300100000A0405,"2002"
9300100000B0234,"1964"
9300100000B0137,"1962"
9300100000A0384,"1962"
9300100000A0417,"1965"
9300100000A0405,"1964"
9300100000Z0009,"1958"
9300100000A0405,"2002"
9300100000Z0009,"1954"
930010000AM0314,"1957"
9300100000T0175,"1914"
930010000AM0314,"1957"
930010000AT0185,"1960"
930010000AF0228,"1970"
930010000AV0061,"1920"
930010000AV0061,"1920"
9300100000A0417,"1965"
930010000AV0135,"1914"
930010000BC0075,"1963"
9300100000Z0010,"1954"
9300100000N0025,"1963"
9300100000Q0041,"1956"
9300100000P0085,"1990"
9300100000A0224,"1973"
930010000AS0204,"1897"
9300100000O0080,"1956"
930010000AO0259,"1945"
9300100000A0212,"1964"
9300100000O0080,"1956"
9300100000V0132,"1957"
930010000AK0146,"1972"
930010000AB0139,"0000"
9300100000A0224,"1973"
9300100000Q0041,"1956"
930010000AM0314,"1957"
9300100000B0234,"1964"
930010000AH0092,"1927"
9300100000L0134,"1963"
9300100000B0234,"1964"
9300100000Y0211,"1930"
9300100000Y0211,"1930"
9300100000M0075,"1923"
9300100000M0075,"1923"
930010000AC0033,"1958"
930010000AE0057,"1968"
930010000BC0075,"1963"
930010000BG0101,"1968"
930010000AO0239,"1970"
9300100000B0248,"1974"
9300100000B0137,"1962"
930010000BC0075,"1963"
930010000AM0314,"1957"
9300100000A0405,"2002"
930010000AE0121,"1962"
930010000AB0095,"1971"
930010000AK0145,"0000"
9300100000L0102,"1929"
9300100000F0108,"1962"
9300100000C0156,"1997"
9300100000B0323,"1962"
930010000BH0140,"1967"
9300100000B0323,"1962"
9300100000A0384,"1962"
9300100000G0045,"1912"
930010000AZ0269,"1963"
930010000AV0209,"1966"
930010000AI0009,"2002"
9300100000T0154,"1920"
9300100000C0189,"2012"
9300100000Y0187,"1930"
930010000AJ0021,"1930"
9300100000A0405,"2002"
930010000AT0037,"1958"
930010000AJ0171,"1934"
930010000AQ0069,"1930"
930010000AQ0069,"1930"
930010000AQ0069,"1930"
9300100000B0359,"1964"
930010000AV0131,"1956"
9300100000A0417,"1965"
9300100000A0212,"1964"
930010000AT0052,"1930"
930010000AB0109,"1956"
930010000AL0207,"1957"
9300100000Q0025,"0000"
9300100000Q0025,"0000"
9300100000I0090,"1974"
9300100000P0203,"1958"
9300100000Z0009,"1954"
9300100000B0323,"1962"
930010000AK0142,"1958"
930010000AJ0187,"1967"
930010000AC0033,"1958"
930010000AI0104,"1964"
930010000AJ0187,"1967"
930010000AT0185,"1960"
930010000AV0209,"1966"
930010000AB0109,"1956"
9300100000Z0010,"1954"
930010000AI0060,"1925"
930010000AH0043,"1910"
930010000AL0207,"1957"
9300100000B0323,"1962"
930010000AM0314,"1957"
930010000AB0139,"0000"
930010000AI0093,"1900"
9300100000B0359,"1964"
930010000AU0027,"1920"
9300100000A0337,"2017"
9300100000B0323,"1962"
930010000AC0033,"1958"
930010000AE0194,"1970"
9300100000F0108,"1962"
9300100000B0234,"1964"
9300100000P0203,"1958"
9300100000A0405,"2014"
9300100000Q0025,"2006"
930010000AE0123,"1987"
930010000AL0230,"1910"
9300100000O0030,"2018"
930010000AK0144,"2002"
930010000AG0094,"1910"
930010000AK0101,"1972"
9300100000Z0009,"1954"
930010000BC0075,"1963"
930010000AM0055,"1921"
"9300100000D0218","1961"
9300100000J0034,"1965"
930010000AT0185,"1960"
9300100000C0189,"2012"
930010000AJ0114,"1918"
930010000AZ0118,"2013"
930010000AQ0147,"1906"
930010000AB0109,"1956"
930010000AN0050,"1925"
930010000AN0050,"1925"
9300100000V0132,"1957"
930010000AG0095,"1900"
9300100000R0142,"1959"
9300100000N0013,"1976"
930010000AK0142,"1958"
9300100000B0323,"1962"
9300100000Q0041,"1956"
9300100000P0086,"1990"
9300100000A0405,"2002"
930010000AE0129,"1994"
930010000AE0175,"0000"
9300100000B0368,"1962"
930010000AV0229,"2011"
930010000AV0229,"2011"
9300100000Q0048,"1976"
9300100000B0323,"1962"
9300100000Q0046,"1956"
9300100000B0234,"1964"
9300100000H0171,"1959"
930010000AL0240,"1930"
930010000AR0172,"2005"
9300100000Q0041,"1956"
930010000AM0314,"1957"
9300100000O0077,"1956"
9300100000A0417,"1965"
930010000AJ0187,"1967"
9300100000A0405,"2002"
930010000AK0153,"1993"
9300100000Z0010,"1955"
930010000AT0185,"1960"
930010000AT0207,"1992"
930010000AE0029,"1928"
9300100000Q0025,"0000"
930010000AC0046,"0000"
9300100000B0310,"1961"
930010000AE0057,"1968"
9300100000B0323,"1962"
9300100000F0108,"1962"
930010000AG0110,"1870"
9300100000J0316,"1970"
930010000AV0189,"0000"
930010000AV0209,"1966"
930010000AS0019,"1910"
930010000AS0019,"1910"
9300100000B0137,"1962"
9300100000A0224,"1973"
930010000AM0314,"1957"
930010000AJ0197,"0000"
9300100000L0041,"1910"
9300100000A0224,"1972"
930010000AO0123,"1910"
930010000AP0179,"1965"
9300100000V0018,"1967"
9300100000O0080,"1956"
9300100000O0011,"1962"
9300100000J0318,"1999"
930010000AF0228,"1970"
930010000BC0075,"1963"
930010000AT0207,"1992"
930010000AM0314,"1957"
930010000BF0095,"1930"
9300100000B0234,"1964"
9300100000T0055,"1969"
9300100000Z0009,"1954"
930010000AI0195,"2001"
9300100000B0310,"1961"
9300100000B0323,"1962"
930010000AK0142,"1958"
9300100000Q0041,"1956"
9300100000Z0010,"1954"
9300100000B0323,"1962"
930010000AS0119,"1929"
930010000AC0033,"1958"
9300100000P0086,"1990"
9300100000Q0025,"0000"
930010000AK0090,"1929"
930010000AT0066,"1954"
930010000AK0142,"1958"
930010000AI0086,"1962"
930010000AO0078,"2020"
930010000AJ0098,"1933"
930010000AJ0098,"1933"
930010000AI0118,"1890"
9300100000P0155,"1992"
9300100000Y0003,"1914"
9300100000B0323,"1962"
930010000AL0207,"1957"
930010000AI0086,"1962"
9300100000Z0009,"1958"
930010000BC0075,"1963"
930010000AE0029,"1928"
930010000AD0055,"1990"
930010000AG0138,"1926"
930010000AI0086,"1962"
9300100000R0142,"1959"
930010000AM0314,"1957"
9300100000A0392,"1961"
930010000AJ0046,"1998"
9300100000B0368,"1962"
9300100000A0224,"1973"
9300100000B0368,"1962"
930010000AL0072,"1931"
9300100000Q0041,"1956"
930010000AX0179,"1972"
9300100000B0323,"1962"
930010000AG0069,"1929"
930010000AK0010,"0000"
930010000AK0010,"0000"
930010000BF0193,"1927"
"9300100000E0057","1962"
930010000AM0314,"1957"
9300100000V0132,"1957"
930010000AE0175,"1974"
9300100000Z0009,"1958"
930010000AK0117,"1930"
930010000AD0061,"1970"
9300100000C0189,"2012"
930010000AU0083,"1910"
"9300100000E0086","2000"
9300100000B0323,"1962"
9300100000B0234,"1964"
930010000AJ0098,"1933"
9300100000F0108,"1962"
930010000AT0173,"0000"
930010000AC0033,"1958"
9300100000Q0041,"1956"
9300100000P0203,"1958"
9300100000L0134,"1963"
930010000AX0045,"1920"
930010000AT0185,"1960"
930010000BC0075,"1963"
9300100000F0188,"1925"
930010000AC0033,"1958"
9300100000Q0041,"1956"
930010000AT0087,"1905"
930010000AT0087,"1905"
930010000AT0087,"1905"
930010000AT0087,"1905"
930010000AQ0139,"1910"
9300100000F0108,"1962"
930010000AL0207,"1957"
9300100000T0131,"1967"
9300100000B0234,"1964"
930010000AK0142,"1958"
930010000AG0069,"1929"
930010000AM0314,"1957"
9300100000C0189,"2012"
930010000AC0033,"1958"
"9300100000E0130","1962"
930010000AB0035,"1930"
930010000BC0075,"1963"
930010000AK0010,"0000"
930010000AK0010,"0000"
9300100000B0359,"1964"
930010000AT0185,"1960"
9300100000B0323,"1962"
9300100000J0314,"1967"
9300100000H0171,"1959"
930010000AV0146,"1909"
930010000AK0142,"1958"
9300100000A0088,"2008"
9300100000A0088,"2008"
9300100000B0323,"1962"
"9300100000D0116","1953"
"9300100000D0116","1953"
9300100000B0310,"1961"
9300100000Z0010,"1955"
930010000AM0314,"1957"
9300100000Y0105,"1925"
9300100000Y0105,"1925"
9300100000B0359,"1964"
930010000AT0196,"1960"
9300100000R0024,"1961"
9300100000Q0041,"1956"
930010000AJ0209,"1972"
9300100000O0080,"1956"
930010000AI0012,"1996"
930010000AV0189,"1970"
930010000AS0065,"1932"
9300100000K0051,"1928"
9300100000Z0009,"1958"
930010000AG0209,"1930"
930010000AJ0209,"1972"
930010000AM0314,"1957"
930010000AF0228,"1970"
930010000BC0075,"1963"
9300100000B0323,"1962"
9300100000L0134,"1963"
9300100000Q0041,"1956"
9300100000B0323,"1962"
9300100000B0289,"1955"
9300100000T0043,"1910"
930010000AM0314,"1957"
9300100000X0123,"1925"
"9300100000E0057","1962"
9300100000A0403,"2018"
9300100000B0368,"1962"
9300100000U0107,"1921"
930010000AT0207,"1992"
930010000AG0209,"1991"
930010000BG0101,"1968"
9300100000Z0010,"1954"
9300100000A0316,"1920"
930010000AL0099,"1910"
930010000AL0099,"1910"
930010000AE0195,"1974"
9300100000F0108,"1962"
9300100000A0338,"2017"
9300100000A0279,"1928"
9300100000A0279,"1928"
9300100000A0279,"1928"
930010000AM0314,"1957"
9300100000L0134,"1963"
9300100000A0325,"2015"
9300100000A0224,"1973"
930010000BC0075,"1963"
9300100000Q0041,"1956"
930010000AE0016,"1968"
930010000BC0075,"1963"
9300100000G0011,"1926"
9300100000J0316,"1970"
930010000AL0104,"1912"
930010000AK0101,"1972"
9300100000R0141,"2012"
930010000AI0059,"1905"
9300100000B0323,"1962"
930010000AD0061,"1970"
9300100000Q0041,"1956"
930010000AM0314,"1957"
930010000AM0314,"1957"
9300100000A0405,"2002"
9300100000R0142,"1959"
9300100000B0310,"1961"
930010000AT0185,"1960"
930010000AV0191,"1938"
930010000AB0139,"1973"
9300100000A0417,"1965"
9300100000F0176,"1934"
930010000AB0139,"1973"
9300100000P0203,"1958"
930010000AE0016,"1968"
9300100000B0310,"1961"
9300100000B0323,"1962"
9300100000Y0018,"1925"
"9300100000E0130","1962"
930010000AN0129,"1913"
930010000AN0129,"1913"
9300100000F0108,"1962"
930010000BC0075,"1963"
930010000AJ0045,"1994"
930010000AH0132,"1920"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0359,"1964"
9300100000Z0009,"1954"
"9300100000D0166","1977"
9300100000Z0009,"1958"
9300100000B0359,"1964"
9300100000S0050,"1920"
9300100000A0403,"2018"
9300100000Z0009,"1954"
930010000AT0207,"1992"
9300100000A0224,"1973"
9300100000A0212,"1964"
9300100000P0203,"1958"
930010000AU0134,"1969"
930010000AE0049,"1924"
9300100000J0037,"1967"
930010000AI0059,"1905"
9300100000B0359,"1964"
9300100000H0171,"1959"
9300100000F0086,"1962"
9300100000H0171,"1975"
930010000AI0086,"1962"
9300100000B0359,"1964"
9300100000Z0009,"1958"
930010000AZ0005,"1929"
9300100000Q0025,"0000"
9300100000B0137,"1962"
930010000AB0139,"0000"
9300100000B0359,"1964"
9300100000C0156,"1997"
9300100000L0134,"1963"
930010000AF0228,"1970"
9300100000B0359,"1964"
930010000AJ0209,"1972"
930010000AO0079,"1920"
930010000AO0079,"1920"
9300100000O0080,"1956"
9300100000N0025,"1963"
930010000AC0033,"1958"
930010000BG0101,"1968"
9300100000Z0009,"1958"
9300100000A0405,"2002"
930010000AJ0098,"1933"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000BG0101,"1968"
9300100000B0323,"1962"
9300100000Z0009,"1954"
930010000AT0185,"1960"
930010000AM0314,"1957"
930010000AF0228,"1970"
930010000AB0109,"1956"
9300100000J0314,"1967"
9300100000Z0009,"1958"
9300100000Q0041,"1956"
9300100000H0171,"1959"
930010000AU0163,"1966"
9300100000H0171,"1959"
930010000AT0185,"1960"
930010000AE0123,"1987"
9300100000B0234,"1964"
9300100000V0136,"1959"
930010000AM0314,"1957"
930010000AC0033,"1958"
9300100000A0392,"1961"
9300100000V0128,"1969"
9300100000V0128,"1969"
9300100000H0171,"1959"
9300100000C0155,"1996"
9300100000B0310,"1961"
9300100000B0310,"1961"
9300100000B0234,"1964"
9300100000F0108,"1962"
9300100000B0359,"1964"
930010000AB0101,"1994"
930010000AX0060,"1930"
930010000AI0009,"2002"
9300100000F0108,"1962"
9300100000P0155,"1992"
9300100000F0108,"1962"
930010000AB0109,"1956"
930010000AH0032,"1900"
930010000AU0163,"1966"
930010000AY0076,"1986"
9300100000P0086,"1990"
9300100000L0033,"1910"
9300100000B0323,"1962"
930010000AE0194,"1970"
930010000AK0145,"0000"
9300100000A0125,"1930"
930010000BC0075,"1963"
9300100000U0133,"1930"
9300100000A0405,"1964"
930010000BH0134,"1968"
930010000AV0209,"1966"
930010000AT0195,"1976"
930010000AK0146,"1972"
930010000AG0107,"1899"
930010000AG0107,"1899"
9300100000H0171,"1958"
9300100000H0171,"1958"
9300100000L0134,"1963"
9300100000A0384,"1962"
930010000AT0161,"1952"
930010000BC0075,"1963"
9300100000N0025,"1963"
9300100000P0203,"1958"
9300100000A0253,"1927"
930010000AH0241,"1977"
930010000AZ0228,"1930"
930010000AM0314,"1957"
9300100000R0142,"1959"
9300100000B0323,"1962"
9300100000P0085,"1990"
9300100000O0080,"1956"
930010000AJ0098,"1933"
930010000AH0241,"1977"
930010000AS0162,"1908"
930010000AC0033,"1958"
9300100000A0224,"1973"
930010000AE0121,"1962"
930010000BC0075,"1963"
930010000AM0314,"1957"
9300100000P0203,"1958"
9300100000B0323,"1962"
9300100000Q0025,"0000"
930010000AC0033,"1958"
9300100000Z0009,"1958"
930010000AB0139,"2015"
930010000AO0152,"1926"
9300100000B0025,"1974"
930010000AF0228,"1970"
930010000AX0069,"1912"
9300100000Q0041,"1956"
9300100000B0323,"1962"
930010000AM0314,"1957"
930010000AJ0209,"1972"
930010000AJ0209,"1972"
930010000AP0179,"1965"
930010000AT0196,"1960"
9300100000Q0048,"1976"
9300100000F0086,"1962"
9300100000B0323,"1962"
9300100000O0036,"2018"
930010000AI0059,"1905"
9300100000O0036,"2018"
9300100000Q0041,"1956"
9300100000F0086,"1962"
9300100000A0352,"2017"
9300100000A0392,"1961"
930010000AC0033,"1958"
930010000AP0202,"2010"
9300100000V0132,"1957"
9300100000B0359,"1964"
930010000AQ0099,"1921"
9300100000R0142,"1959"
9300100000A0325,"2015"
9300100000R0142,"1959"
930010000AN0138,"1920"
930010000BC0075,"1963"
930010000AT0092,"1999"
930010000AF0228,"1970"
930010000AC0033,"1958"
930010000AZ0140,"1925"
9300100000Q0041,"1956"
930010000AM0314,"1957"
930010000AI0104,"1964"
930010000AK0142,"1958"
930010000AR0176,"2006"
9300100000A0224,"1973"
"9300100000D0166","1977"
9300100000U0045,"1920"
9300100000U0045,"1920"
9300100000Z0009,"1954"
930010000AJ0114,"1918"
930010000AZ0269,"1963"
930010000AI0086,"1962"
9300100000A0224,"1973"
9300100000C0189,"2012"
9300100000Q0041,"1956"
930010000AS0014,"1920"
930010000BC0075,"1963"
930010000AU0083,"1910"
930010000AX0179,"1972"
930010000AJ0108,"1913"
930010000AT0185,"1960"
9300100000B0234,"1964"
930010000AJ0046,"1998"
930010000AV0139,"1928"
9300100000A0224,"1973"
930010000AB0139,"0000"
930010000AE0121,"1962"
9300100000B0359,"1964"
930010000AS0084,"1920"
9300100000L0134,"1963"
9300100000A0405,"2002"
930010000AX0179,"1972"
930010000AM0314,"1957"
9300100000A0224,"1973"
930010000AB0139,"0000"
930010000AJ0098,"1933"
930010000AT0207,"1992"
930010000AJ0098,"1933"
9300100000A0384,"1962"
930010000AM0314,"1957"
9300100000B0359,"1964"
930010000AT0091,"1913"
930010000AO0199,"1969"
9300100000R0141,"2012"
930010000AI0168,"0000"
930010000AI0168,"0000"
930010000AJ0188,"0000"
9300100000H0068,"1920"
930010000AB0109,"1956"
9300100000R0142,"1959"
930010000AC0033,"1958"
930010000AE0121,"1962"
930010000AJ0209,"1972"
930010000AZ0223,"1898"
930010000AZ0223,"1898"
930010000AM0017,"1925"
930010000AM0017,"1925"
930010000AU0163,"1966"
930010000AM0314,"1957"
9300100000B0323,"1962"
9300100000Q0041,"1956"
9300100000L0134,"1963"
930010000AB0139,"2015"
9300100000Q0041,"1956"
9300100000B0359,"1964"
930010000AK0142,"1958"
930010000BC0075,"1963"
930010000AH0086,"1973"
930010000AS0025,"1890"
930010000AS0025,"1890"
9300100000I0090,"1974"
9300100000Q0041,"1956"
9300100000A0224,"1973"
930010000AL0207,"1957"
930010000BC0075,"1963"
9300100000O0080,"1956"
930010000AM0314,"1957"
930010000AF0228,"1970"
930010000AJ0047,"1932"
930010000AM0314,"1957"
930010000AK0153,"1993"
9300100000V0132,"1957"
9300100000O0010,"1969"
930010000AJ0098,"1933"
930010000AX0180,"1930"
930010000AX0180,"1930"
930010000AM0314,"1957"
9300100000A0405,"2014"
9300100000A0405,"2002"
9300100000A0224,"1973"
930010000AC0033,"1958"
9300100000H0171,"1975"
9300100000B0310,"1961"
9300100000Z0009,"1954"
9300100000Z0010,"1954"
9300100000Q0045,"1956"
9300100000P0034,"2017"
9300100000L0096,"1967"
930010000AK0090,"1929"
930010000AU0163,"1966"
9300100000P0203,"1958"
930010000AJ0123,"1965"
930010000AK0037,"1929"
930010000AH0165,"1935"
930010000AH0165,"1935"
930010000AE0059,"1980"
930010000AS0199,"1927"
930010000AI0086,"1962"
930010000BC0075,"1963"
9300100000B0234,"1964"
930010000AJ0098,"1933"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AX0045,"1920"
930010000AX0045,"1920"
9300100000T0071,"1910"
930010000AK0153,"1993"
930010000BC0020,"1938"
930010000AU0027,"1920"
930010000AO0023,"1960"
9300100000A0212,"1964"
930010000AB0139,"0000"
9300100000I0090,"1974"
930010000AI0059,"1905"
930010000AB0101,"1994"
9300100000B0234,"1964"
930010000AC0033,"1958"
9300100000A0392,"1961"
9300100000P0034,"2017"
9300100000H0171,"1959"
930010000AJ0114,"1918"
930010000AM0314,"1957"
9300100000Z0010,"1954"
9300100000O0080,"1956"
9300100000Q0041,"1956"
9300100000I0090,"1974"
9300100000A0405,"2014"
930010000AX0179,"1972"
9300100000B0323,"1962"
9300100000B0310,"1961"
9300100000F0181,"1962"
9300100000B0368,"0000"
9300100000A0289,"1928"
930010000AV0209,"1966"
9300100000Z0010,"1955"
9300100000T0182,"1925"
"9300100000D0203","2012"
930010000AE0194,"1970"
930010000AJ0098,"1933"
9300100000L0134,"1963"
930010000BC0075,"1963"
930010000BC0075,"1963"
9300100000A0405,"2002"
9300100000B0234,"1964"
9300100000Z0010,"1955"
9300100000H0171,"1959"
9300100000F0181,"1962"
9300100000P0155,"1992"
9300100000J0318,"1999"
930010000AI0048,"1930"
9300100000A0417,"1965"
930010000AQ0115,"1927"
930010000AP0125,"1931"
930010000AJ0010,"1924"
9300100000Z0009,"1954"
930010000AK0144,"2002"
9300100000A0417,"1965"
930010000AE0129,"1994"
930010000AM0314,"1957"
930010000AH0150,"1908"
9300100000A0224,"1973"
9300100000F0086,"1962"
930010000BC0075,"1963"
9300100000B0323,"1962"
9300100000Z0009,"1954"
930010000AB0004,"1972"
930010000AB0109,"1956"
930010000AP0145,"1923"
930010000AZ0069,"1933"
930010000AX0179,"1972"
9300100000A0154,"1950"
930010000BC0075,"1963"
930010000AP0179,"1965"
930010000AS0006,"1900"
930010000AS0006,"1900"
9300100000P0026,"1977"
9300100000O0080,"1956"
9300100000B0323,"1962"
9300100000F0108,"1962"
9300100000A0392,"1961"
930010000AF0228,"1970"
9300100000O0080,"1956"
930010000AE0129,"1994"
9300100000N0025,"1963"
930010000AJ0187,"1967"
930010000AU0027,"1966"
930010000AU0027,"1966"
930010000AM0314,"1957"
9300100000U0057,"1938"
9300100000U0057,"1938"
930010000AD0062,"1968"
930010000AM0005,"1960"
9300100000A0417,"1965"
930010000AT0196,"1960"
930010000AJ0197,"0000"
930010000AE0175,"1974"
9300100000A0405,"2014"
930010000AJ0098,"1933"
930010000AU0011,"2018"
930010000AJ0209,"1972"
9300100000B0323,"1962"
930010000AM0314,"1957"
930010000AI0086,"1962"
9300100000T0085,"1920"
930010000AE0121,"1962"
930010000AF0228,"1970"
930010000AL0207,"1957"
930010000AT0173,"0000"
9300100000H0171,"1958"
9300100000H0171,"1958"
930010000AB0088,"1988"
930010000AM0314,"1957"
930010000AE0016,"1968"
930010000AC0033,"1958"
9300100000Z0009,"1958"
930010000AB0139,"0000"
930010000AM0314,"1957"
930010000AM0314,"1957"
9300100000B0234,"1964"
9300100000B0323,"1962"
930010000AZ0269,"1963"
9300100000A0224,"1973"
9300100000M0072,"1920"
9300100000Q0048,"1976"
930010000AC0033,"1958"
930010000AI0083,"1932"
930010000AL0213,"1920"
9300100000P0203,"1958"
9300100000A0212,"1964"
9300100000H0171,"1959"
9300100000B0310,"1961"
930010000AU0163,"1966"
9300100000R0141,"2012"
9300100000B0310,"1961"
9300100000P0086,"1990"
9300100000H0171,"1959"
930010000AG0110,"1870"
9300100000B0323,"1962"
930010000AC0033,"1958"
930010000AC0033,"1958"
930010000AJ0045,"1994"
9300100000L0134,"1963"
9300100000A0224,"1972"
9300100000O0080,"1956"
9300100000A0405,"2002"
9300100000Q0025,"0000"
9300100000B0234,"1964"
930010000AD0067,"1963"
9300100000Q0041,"1956"
9300100000A0212,"1964"
9300100000A0417,"1965"
930010000AT0185,"1960"
9300100000L0134,"1963"
930010000AK0145,"0000"
9300100000P0203,"1958"
9300100000B0323,"1962"
9300100000A0359,"2018"
9300100000P0085,"1990"
9300100000B0323,"1962"
930010000AI0035,"1958"
"9300100000E0086","2000"
930010000AT0185,"1960"
930010000AM0314,"1957"
930010000AP0054,"1919"
930010000AM0314,"1957"
9300100000L0134,"1963"
9300100000Z0009,"1958"
9300100000A0417,"1965"
9300100000I0090,"1974"
930010000AU0011,"2018"
930010000AM0314,"1957"
9300100000M0029,"2003"
9300100000O0077,"0000"
930010000AJ0098,"1933"
930010000AV0167,"1948"
930010000AT0094,"2000"
9300100000A0325,"2015"
9300100000F0086,"1962"
930010000AG0156,"1927"
930010000AI0059,"1905"
930010000BC0075,"1963"
930010000AU0027,"1966"
9300100000A0224,"1973"
930010000AI0009,"2002"
930010000AL0207,"1957"
930010000AJ0098,"1933"
"9300100000E0130","1962"
930010000BH0140,"1967"
9300100000O0030,"2018"
930010000AM0314,"1957"
930010000AM0314,"1957"
930010000AH0241,"1977"
9300100000B0323,"1962"
930010000AE0123,"1987"
930010000AT0019,"1925"
930010000AT0019,"1925"
930010000AT0196,"1960"
930010000AZ0223,"1898"
930010000AZ0223,"1898"
930010000AI0195,"2001"
930010000AH0188,"1910"
930010000AD0145,"1997"
930010000AM0314,"1957"
9300100000S0214,"2022"
930010000AT0073,"1900"
9300100000C0156,"1997"
930010000AL0052,"1925"
930010000AE0175,"1974"
930010000AD0067,"1963"
9300100000B0234,"1964"
930010000AJ0089,"1953"
"9300100000D0115","1956"
9300100000S0162,"1930"
9300100000A0405,"2002"
9300100000Q0045,"1956"
9300100000B0323,"1962"
930010000AD0062,"1968"
930010000AB0109,"2011"
930010000AZ0055,"1926"
9300100000B0323,"1962"
9300100000A0224,"1973"
9300100000Q0041,"1956"
9300100000Q0041,"1956"
930010000AD0128,"1964"
9300100000B0310,"1961"
